0, 0, Header, 1, 8, 960
1, 0, Start_track
1, 0, Title_t, "cheatonthechurch"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 422528
1, 57600, Tempo, 410957
1, 69116, Tempo, 428571
1, 72960, Tempo, 419580
1, 188160, Tempo, 421052
1, 195840, Tempo, 419580
1, 249600, Tempo, 422528
1, 253440, Tempo, 419580
1, 353280, Tempo, 422528
1, 357120, Tempo, 419580
1, 403200, Tempo, 421052
1, 414720, Tempo, 419580
1, 414720, End_track
2, 0, Start_track
2, 0, Title_t, "PART GUITAR"
2, 0, Text_t, "drum_off"
2, 0, Text_t, "sing_off"
2, 0, Text_t, "[idle]"
2, 0, Text_t, "bass_off"
2, 7680, Text_t, "[verse]"
2, 22800, Note_on_c, 0, 108, 100
2, 23040, Text_t, "[play]"
2, 23280, Note_on_c, 0, 108, 0
2, 24480, Note_on_c, 0, 108, 100
2, 24960, Note_on_c, 0, 108, 0
2, 25440, Note_on_c, 0, 108, 100
2, 26400, Note_on_c, 0, 108, 0
2, 26640, Note_on_c, 0, 108, 100
2, 27278, Note_on_c, 0, 108, 0
2, 30720, Note_on_c, 0, 108, 100
2, 31036, Note_on_c, 0, 108, 0
2, 31200, Note_on_c, 0, 108, 100
2, 31516, Note_on_c, 0, 108, 0
2, 31680, Note_on_c, 0, 108, 100
2, 32318, Note_on_c, 0, 108, 0
2, 32640, Note_on_c, 0, 108, 100
2, 32958, Note_on_c, 0, 108, 0
2, 33120, Note_on_c, 0, 108, 100
2, 33600, Note_on_c, 0, 108, 0
2, 34080, Note_on_c, 0, 108, 100
2, 34560, Note_on_c, 0, 108, 0
2, 34800, Note_on_c, 0, 108, 100
2, 36078, Note_on_c, 0, 108, 0
2, 38160, Note_on_c, 0, 108, 100
2, 38640, Note_on_c, 0, 108, 0
2, 38880, Note_on_c, 0, 108, 100
2, 39198, Note_on_c, 0, 108, 0
2, 39360, Note_on_c, 0, 108, 100
2, 39678, Note_on_c, 0, 108, 0
2, 39840, Note_on_c, 0, 108, 100
2, 40480, Note_on_c, 0, 108, 0
