0, 0, Header, 1, 8, 960
1, 0, Start_track
1, 0, Title_t, "symphofdestruction"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 433209
1, 7680, Tempo, 428571
1, 34560, Tempo, 429338
1, 69120, Tempo, 428571
1, 130560, Tempo, 429338
1, 176640, Tempo, 428571
1, 291840, Tempo, 429338
1, 322560, Tempo, 428571
1, 395520, Tempo, 429338
1, 395520, End_track
2, 0, Start_track
2, 0, Title_t, "PART GUITAR"
2, 0, Text_t, "[idle]"
2, 5730, Text_t, "[play]"
2, 5730, Note_on_c, 0, 106, 100
2, 5730, Note_on_c, 0, 105, 100
2, 5730, Note_on_c, 0, 94, 100
2, 5730, Note_on_c, 0, 93, 100
2, 5730, Note_on_c, 0, 70, 100
2, 5730, Note_on_c, 0, 69, 100
2, 5730, Note_on_c, 0, 82, 100
2, 5730, Note_on_c, 0, 81, 100
2, 6210, Note_on_c, 0, 103, 100
2, 6210, Note_on_c, 0, 91, 100
2, 6210, Note_on_c, 0, 79, 100
2, 6240, Note_on_c, 0, 98, 100
2, 6240, Note_on_c, 0, 86, 100
2, 6240, Note_on_c, 0, 73, 100
2, 6240, Note_on_c, 0, 62, 100
2, 6480, Note_on_c, 0, 98, 0
2, 6480, Note_on_c, 0, 86, 0
2, 6480, Note_on_c, 0, 73, 0
2, 6480, Note_on_c, 0, 62, 0
2, 6720, Note_on_c, 0, 99, 100
2, 6720, Note_on_c, 0, 87, 100
2, 6720, Note_on_c, 0, 74, 100
2, 6960, Note_on_c, 0, 99, 0
2, 6960, Note_on_c, 0, 87, 0
2, 6960, Note_on_c, 0, 74, 0
2, 7200, Note_on_c, 0, 98, 100
2, 7200, Note_on_c, 0, 86, 100
2, 7200, Note_on_c, 0, 73, 100
2, 7440, Note_on_c, 0, 98, 0
2, 7440, Note_on_c, 0, 86, 0
2, 7440, Note_on_c, 0, 73, 0
2, 7568, Note_on_c, 0, 106, 0
2, 7568, Note_on_c, 0, 94, 0
2, 7568, Note_on_c, 0, 70, 0
2, 7568, Note_on_c, 0, 82, 0
