0, 0, Header, 1, 8, 960
1, 0, Start_track
1, 0, Title_t, "getready2rokk"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 315789
1, 115200, Tempo, 631578
1, 122880, Tempo, 315789
1, 303360, Tempo, 631578
1, 311040, Tempo, 315789
1, 476160, Tempo, 631578
1, 476160, End_track
2, 0, Start_track
2, 0, Title_t, "PART GUITAR"
2, 0, Text_t, "[idle]"
2, 7650, Note_on_c, 0, 105, 100
2, 7650, Note_on_c, 0, 93, 100
2, 7650, Note_on_c, 0, 69, 100
2, 7650, Note_on_c, 0, 81, 100
2, 7650, Text_t, "[play]"
2, 7680, Note_on_c, 0, 97, 100
2, 7680, Note_on_c, 0, 99, 100
2, 7680, Note_on_c, 0, 85, 100
2, 7680, Note_on_c, 0, 86, 100
2, 7680, Note_on_c, 0, 74, 100
2, 7680, Note_on_c, 0, 62, 100
2, 7920, Note_on_c, 0, 97, 0
2, 7920, Note_on_c, 0, 99, 0
2, 7920, Note_on_c, 0, 85, 0
2, 7920, Note_on_c, 0, 86, 0
2, 7920, Note_on_c, 0, 74, 0
2, 7920, Note_on_c, 0, 62, 0
2, 8160, Note_on_c, 0, 97, 100
2, 8160, Note_on_c, 0, 99, 100
2, 8160, Note_on_c, 0, 85, 100
2, 8160, Note_on_c, 0, 86, 100
2, 8160, Note_on_c, 0, 74, 100
2, 8400, Note_on_c, 0, 97, 0
2, 8400, Note_on_c, 0, 99, 0
2, 8400, Note_on_c, 0, 85, 0
2, 8400, Note_on_c, 0, 86, 0
2, 8400, Note_on_c, 0, 74, 0
2, 8640, Note_on_c, 0, 99, 100
2, 8640, Note_on_c, 0, 97, 100
2, 8640, Note_on_c, 0, 86, 100
2, 8640, Note_on_c, 0, 85, 100
2, 8640, Note_on_c, 0, 74, 100
2, 8880, Note_on_c, 0, 99, 0
2, 8880, Note_on_c, 0, 97, 0
2, 8880, Note_on_c, 0, 86, 0
2, 8880, Note_on_c, 0, 85, 0
2, 8880, Note_on_c, 0, 74, 0
2, 9120, Note_on_c, 0, 97, 100
